,frame_no,x,y,w,h
18405,5351,1668,1376,180,180
18406,5351,2036,198,180,180
18407,5351,2436,1871,180,180
18408,5351,3051,1331,180,180
18409,5351,2656,1791,180,180
18410,5352,1668,1376,180,180
18411,5352,2436,1871,180,180
18412,5352,1830,1669,180,180
18413,5352,3051,1331,180,180
18414,5352,2050,196,180,180
18415,5352,2656,1791,180,180
18416,5352,1669,918,180,180
18417,5353,1669,918,180,180
18418,5353,2070,184,180,180
18419,5353,1830,1669,180,180
18420,5353,2436,1871,180,180
18421,5353,3051,1331,180,180
18422,5353,2629,1764,180,180
18423,5353,1669,1376,180,180
18424,5354,2536,1692,180,180
18425,5354,2436,1871,180,180
18426,5354,1830,1669,180,180
18427,5354,2628,1756,180,180
18428,5354,3051,1331,180,180
18429,5354,1669,1376,180,180
18430,5354,1669,918,180,180
18431,5354,2087,169,180,180
18432,5355,1669,918,180,180
18433,5355,1669,1376,180,180
18434,5355,1831,1669,180,180
18435,5355,3051,1331,180,180
18436,5355,2436,1871,180,180
18437,5355,2097,151,180,180
18438,5355,2540,1689,180,180
18439,5356,1669,918,180,180
18440,5356,1669,1376,180,180
18441,5356,2687,1626,180,180
18442,5356,1831,1669,180,180
18443,5356,3051,1331,180,180
18444,5356,2436,1871,180,180
18445,5356,2102,135,180,180
18446,5357,2097,129,180,180
18447,5357,1669,1376,180,180
18448,5357,1830,1669,180,180
18449,5357,3051,1331,180,180
18450,5357,2436,1871,180,180
18451,5357,2683,1631,180,180
18452,5357,1668,918,180,180
18453,5358,1669,1376,180,180
18454,5358,2098,128,180,180
18455,5358,2623,1756,180,180
18456,5358,1830,1669,180,180
18457,5358,3051,1331,180,180
18458,5358,2436,1871,180,180
18459,5358,1668,918,180,180
18460,5359,2561,1643,180,180
18461,5359,1668,918,180,180
18462,5359,2618,1758,180,180
18463,5359,1669,1376,180,180
18464,5359,2098,128,180,180
18465,5359,3051,1331,180,180
18466,5359,1830,1669,180,180
18467,5359,2436,1871,180,180
18468,5360,1669,1375,180,180
18469,5360,2098,128,180,180
18470,5360,3051,1331,180,180
18471,5360,1830,1669,180,180
18472,5360,2436,1871,180,180
18473,5360,1668,918,180,180
18474,5361,2553,1691,180,180
18475,5361,2550,1698,180,180
18476,5361,1668,1375,180,180
18477,5361,2098,128,180,180
18478,5361,3051,1331,180,180
18479,5361,1831,1669,180,180
18480,5361,2436,1871,180,180
18481,5361,1668,918,180,180
18482,5362,1621,754,180,180
18483,5362,1668,918,180,180
18484,5362,2101,127,180,180
18485,5362,3051,1331,180,180
18486,5362,1831,1669,180,180
18487,5362,2436,1871,180,180
18488,5362,1668,1375,180,180
18489,5363,3051,1331,180,180
18490,5363,1668,918,180,180
18491,5363,1668,1376,180,180
18492,5363,2693,1626,180,180
18493,5363,2098,128,180,180
18494,5363,2436,1871,180,180
18495,5363,1830,1669,180,180
18496,5363,1625,756,180,180
18497,5364,1668,1376,180,180
18498,5364,2098,128,180,180
18499,5364,3051,1331,180,180
18500,5364,2436,1871,180,180
18501,5364,1830,1669,180,180
18502,5364,1668,918,180,180
18503,5365,1668,917,180,180
18504,5365,1668,1375,180,180
18505,5365,2097,127,180,180
18506,5365,2729,1619,180,180
18507,5365,3051,1331,180,180
18508,5365,2436,1871,180,180
18509,5365,1830,1669,180,180
18510,5366,1656,784,180,180
18511,5366,1668,918,180,180
18512,5366,1830,1669,180,180
18513,5366,2097,127,180,180
18514,5366,2750,1624,180,180
18515,5366,3051,1331,180,180
18516,5366,2436,1871,180,180
18517,5366,1668,1375,180,180
18518,5367,2651,1633,180,180
18519,5367,2436,1871,180,180
18520,5367,1668,1375,180,180
18521,5367,2097,127,180,180
18522,5367,3051,1331,180,180
18523,5367,1830,1669,180,180
18524,5367,1662,916,180,180
18525,5368,1668,1375,180,180
18526,5368,2097,127,180,180
18527,5368,2762,1639,180,180
18528,5368,1831,1669,180,180
18529,5368,2436,1871,180,180
18530,5368,3051,1331,180,180
18531,5368,1663,916,180,180
18532,5369,1668,1375,180,180
18533,5369,2782,1648,180,180
18534,5369,2098,127,180,180
18535,5369,2549,1788,180,180
18536,5369,1664,915,180,180
18537,5369,1831,1669,180,180
18538,5369,2436,1871,180,180
18539,5369,3051,1331,180,180
18540,5369,1656,796,180,180
18541,5370,2650,1556,180,180
18542,5370,2548,1778,180,180
18543,5370,1668,1375,180,180
18544,5370,1662,790,180,180
18545,5370,1664,911,180,180
18546,5370,1831,1669,180,180
18547,5370,2436,1871,180,180
18548,5370,3051,1331,180,180
18549,5370,2102,131,180,180
18550,5371,1664,778,180,180
18551,5371,1664,912,180,180
18552,5371,2689,1496,180,180
18553,5371,2841,1664,180,180
18554,5371,3051,1331,180,180
18555,5371,2436,1871,180,180
18556,5371,1668,1375,180,180
18557,5371,1830,1670,180,180
18558,5371,2544,1777,180,180
18559,5371,2110,144,180,180
18560,5372,1668,767,180,180
18561,5372,1668,1375,180,180
18562,5372,2750,1477,180,180
18563,5372,1830,1669,180,180
18564,5372,2548,1776,180,180
18565,5372,2116,151,180,180
18566,5372,2436,1871,180,180
18567,5372,2874,1676,180,180
18568,5372,3051,1331,180,180
18569,5372,1664,912,180,180
18570,5373,1664,911,180,180
18571,5373,2875,1678,180,180
18572,5373,2550,1771,180,180
18573,5373,3051,1331,180,180
18574,5373,2436,1871,180,180
18575,5373,1668,771,180,180
18576,5373,2128,157,180,180
18577,5373,2844,1448,180,180
18578,5373,1668,1375,180,180
18579,5373,1830,1669,180,180
18580,5374,2935,1440,180,180
18581,5374,1664,912,180,180
18582,5374,1668,1375,180,180
18583,5374,2141,170,180,180
18584,5374,1830,1669,180,180
18585,5374,2874,1663,180,180
18586,5374,2436,1871,180,180
18587,5374,3051,1331,180,180
18588,5374,1668,771,180,180
18589,5375,2943,1441,180,180
18590,5375,1664,915,180,180
18591,5375,3051,1331,180,180
18592,5375,2436,1871,180,180
18593,5375,2550,1771,180,180
18594,5375,2868,1649,180,180
18595,5375,1830,1670,180,180
18596,5375,1668,1375,180,180
18597,5375,2156,178,180,180
18598,5375,1668,771,180,180
18599,5376,1669,771,180,180
18600,5376,2955,1442,180,180
18601,5376,1664,915,180,180
18602,5376,1668,1375,180,180
18603,5376,2174,192,180,180
18604,5376,2554,1770,180,180
18605,5376,1830,1669,180,180
18606,5376,2436,1871,180,180
18607,5376,3051,1331,180,180
18608,5376,2864,1631,180,180
18609,5377,1669,771,180,180
18610,5377,2955,1437,180,180
18611,5377,1664,912,180,180
18612,5377,1668,1375,180,180
18613,5377,2195,197,180,180
18614,5377,1831,1669,180,180
18615,5377,2436,1871,180,180
18616,5377,2555,1770,180,180
18617,5377,2863,1628,180,180
18618,5377,3051,1331,180,180
18619,5378,1669,771,180,180
18620,5378,2211,212,180,180
18621,5378,1668,1375,180,180
18622,5378,1664,912,180,180
18623,5378,1831,1669,180,180
18624,5378,2555,1770,180,180
18625,5378,2957,1435,180,180
18626,5378,2436,1871,180,180
18627,5378,3051,1331,180,180
18628,5378,2856,1621,180,180
18629,5379,1668,771,180,180
18630,5379,1664,912,180,180
18631,5379,2851,1617,180,180
18632,5379,1831,1669,180,180
18633,5379,2436,1871,180,180
18634,5379,2555,1770,180,180
18635,5379,3051,1331,180,180
18636,5379,2962,1431,180,180
18637,5379,1668,1375,180,180
18638,5380,1668,771,180,180
18639,5380,1668,1375,180,180
18640,5380,2256,225,180,180
18641,5380,2854,1616,180,180
18642,5380,1831,1669,180,180
18643,5380,2969,1428,180,180
18644,5380,2436,1871,180,180
18645,5380,3051,1331,180,180
18646,5380,2555,1770,180,180
18647,5380,1664,912,180,180
18648,5381,1668,771,180,180
18649,5381,2436,1871,180,180
18650,5381,1664,912,180,180
18651,5381,1668,1375,180,180
18652,5381,2855,1616,180,180
18653,5381,2970,1425,180,180
18654,5381,1831,1669,180,180
18655,5381,2282,231,180,180
18656,5381,3051,1331,180,180
18657,5381,2555,1770,180,180
18658,5382,2969,1423,180,180
18659,5382,1668,771,180,180
18660,5382,1668,1375,180,180
18661,5382,1664,912,180,180
18662,5382,3055,1330,180,180
18663,5382,2855,1616,180,180
18664,5382,2308,236,180,180
18665,5382,1831,1669,180,180
18666,5382,2436,1871,180,180
18667,5382,2555,1770,180,180
18668,5383,1668,771,180,180
18669,5383,2968,1423,180,180
18670,5383,2317,243,180,180
18671,5383,1668,1375,180,180
18672,5383,1664,912,180,180
18673,5383,2855,1617,180,180
18674,5383,1830,1669,180,180
18675,5383,3051,1331,180,180
18676,5383,2436,1871,180,180
18677,5383,2555,1770,180,180
18678,5384,1668,771,180,180
18679,5384,1664,915,180,180
18680,5384,2971,1429,180,180
18681,5384,2855,1616,180,180
18682,5384,2321,243,180,180
18683,5384,1831,1670,180,180
18684,5384,3051,1331,180,180
18685,5384,2436,1871,180,180
18686,5384,2555,1770,180,180
18687,5384,1668,1375,180,180
18688,5385,1668,771,180,180
18689,5385,2555,1770,180,180
18690,5385,1668,1375,180,180
18691,5385,2855,1616,180,180
18692,5385,1830,1669,180,180
18693,5385,2321,243,180,180
18694,5385,3051,1331,180,180
18695,5385,2976,1442,180,180
18696,5385,2436,1871,180,180
18697,5385,1664,915,180,180
18698,5386,1669,770,180,180
18699,5386,2985,1450,180,180
18700,5386,1668,1375,180,180
18701,5386,2322,243,180,180
18702,5386,2855,1617,180,180
18703,5386,1830,1670,180,180
18704,5386,3051,1331,180,180
18705,5386,2436,1871,180,180
18706,5386,2555,1770,180,180
18707,5386,1664,915,180,180
18708,5387,2856,1608,180,180
18709,5387,1668,1375,180,180
18710,5387,1664,915,180,180
18711,5387,1830,1670,180,180
18712,5387,3051,1331,180,180
18713,5387,2436,1871,180,180
18714,5387,3003,1470,180,180
18715,5387,2555,1769,180,180
18716,5387,2323,244,180,180
18717,5387,1669,770,180,180
18718,5388,1669,770,180,180
18719,5388,2870,1591,180,180
18720,5388,3023,1489,180,180
18721,5388,2436,1871,180,180
18722,5388,2330,244,180,180
18723,5388,3051,1331,180,180
18724,5388,1668,1375,180,180
18725,5388,2555,1769,180,180
18726,5388,1831,1670,180,180
18727,5388,1664,915,180,180
18728,5389,1669,770,180,180
18729,5389,2334,243,180,180
18730,5389,1668,1375,180,180
18731,5389,3048,1491,180,180
18732,5389,1830,1670,180,180
18733,5389,2554,1769,180,180
18734,5389,2875,1590,180,180
18735,5389,3051,1331,180,180
18736,5389,2436,1871,180,180
18737,5389,1664,915,180,180
18738,5390,1669,771,180,180
18739,5390,1664,915,180,180
18740,5390,1668,1375,180,180
18741,5390,2902,1557,180,180
18742,5390,2555,1769,180,180
18743,5390,1831,1670,180,180
18744,5390,3051,1331,180,180
18745,5390,3075,1476,180,180
18746,5390,2436,1871,180,180
18747,5390,2334,244,180,180
18748,5391,2334,244,180,180
18749,5391,1668,771,180,180
18750,5391,1668,1375,180,180
18751,5391,1830,1669,180,180
18752,5391,2555,1769,180,180
18753,5391,3051,1331,180,180
18754,5391,2436,1871,180,180
18755,5391,3076,1468,180,180
18756,5391,2924,1541,180,180
18757,5391,1664,915,180,180
18758,5392,1668,771,180,180
18759,5392,1664,915,180,180
18760,5392,2335,244,180,180
18761,5392,1830,1669,180,180
18762,5392,2554,1769,180,180
18763,5392,3083,1450,180,180
18764,5392,2436,1871,180,180
18765,5392,1668,1375,180,180
18766,5392,3051,1331,180,180
18767,5392,2924,1530,180,180
18768,5393,2336,244,180,180
18769,5393,1668,1375,180,180
18770,5393,1668,771,180,180
18771,5393,2554,1769,180,180
18772,5393,1830,1669,180,180
18773,5393,3051,1331,180,180
18774,5393,2436,1871,180,180
18775,5393,2915,1524,180,180
18776,5393,3103,1410,180,180
18777,5393,1664,915,180,180
18778,5394,1668,771,180,180
18779,5394,2348,245,180,180
18780,5394,1664,915,180,180
18781,5394,1668,1375,180,180
18782,5394,3122,1390,180,180
18783,5394,2436,1871,180,180
18784,5394,1830,1669,180,180
18785,5394,2554,1769,180,180
18786,5394,2901,1509,180,180
18787,5394,3054,1330,180,180
18788,5395,1669,771,180,180
18789,5395,1664,915,180,180
18790,5395,2554,1769,180,180
18791,5395,3051,1331,180,180
18792,5395,1830,1669,180,180
18793,5395,2357,250,180,180
18794,5395,2436,1871,180,180
18795,5395,2897,1490,180,180
18796,5395,1668,1375,180,180
18797,5396,1669,770,180,180
18798,5396,1668,1375,180,180
18799,5396,1664,915,180,180
18800,5396,2554,1769,180,180
18801,5396,3150,1336,180,180
18802,5396,2897,1489,180,180
18803,5396,3051,1331,180,180
18804,5396,2368,252,180,180
18805,5396,1830,1669,180,180
18806,5396,2436,1871,180,180
18807,5397,1669,770,180,180
18808,5397,1668,1375,180,180
18809,5397,1664,915,180,180
18810,5397,3051,1331,180,180
18811,5397,2554,1769,180,180
18812,5397,1830,1669,180,180
18813,5397,2436,1871,180,180
18814,5397,2897,1489,180,180
18815,5397,2383,251,180,180
18816,5398,1669,770,180,180
18817,5398,2388,254,180,180
18818,5398,1668,1375,180,180
18819,5398,3051,1331,180,180
18820,5398,3156,1271,180,180
18821,5398,2554,1769,180,180
18822,5398,1830,1669,180,180
18823,5398,2436,1871,180,180
18824,5398,2897,1489,180,180
18825,5398,1664,915,180,180
18826,5399,1669,770,180,180
18827,5399,1668,1375,180,180
18828,5399,3175,1243,180,180
18829,5399,3054,1330,180,180
18830,5399,2554,1769,180,180
18831,5399,2389,251,180,180
18832,5399,1830,1669,180,180
18833,5399,2436,1871,180,180
18834,5399,2897,1488,180,180
18835,5399,1664,916,180,180
18836,5400,1669,770,180,180
18837,5400,1668,1374,180,180
18838,5400,1664,916,180,180
18839,5400,2922,1475,180,180
18840,5400,3190,1233,180,180
18841,5400,2436,1871,180,180
18842,5400,2389,251,180,180
18843,5400,2554,1769,180,180
18844,5400,3051,1332,180,180
18845,5400,1830,1669,180,180
18846,5401,1669,770,180,180
18847,5401,3191,1226,180,180
18848,5401,2922,1475,180,180
18849,5401,1664,916,180,180
18850,5401,3054,1330,180,180
18851,5401,2554,1769,180,180
18852,5401,1830,1669,180,180
18853,5401,2436,1871,180,180
18854,5401,2389,251,180,180
18855,5401,1668,1374,180,180
18856,5402,2390,251,180,180
18857,5402,2924,1472,180,180
18858,5402,1664,916,180,180
18859,5402,3054,1331,180,180
18860,5402,2554,1769,180,180
18861,5402,1830,1669,180,180
18862,5402,2436,1871,180,180
18863,5402,1668,1372,180,180
18864,5403,2390,251,180,180
18865,5403,1664,916,180,180
18866,5403,2928,1462,180,180
18867,5403,3051,1332,180,180
18868,5403,2554,1769,180,180
18869,5403,3169,1178,180,180
18870,5403,1831,1669,180,180
18871,5403,2436,1871,180,180
18872,5403,1668,1372,180,180
18873,5404,2390,250,180,180
18874,5404,1664,916,180,180
18875,5404,2436,1871,180,180
18876,5404,3194,1143,180,180
18877,5404,1830,1669,180,180
18878,5404,2929,1461,180,180
18879,5404,3051,1332,180,180
18880,5404,1668,1375,180,180
18881,5404,2554,1769,180,180
18882,5405,2390,250,180,180
18883,5405,1664,916,180,180
18884,5405,3051,1331,180,180
18885,5405,2929,1458,180,180
18886,5405,2554,1769,180,180
18887,5405,1831,1669,180,180
18888,5405,2436,1871,180,180
18889,5405,3196,1109,180,180
18890,5405,1668,1374,180,180
18891,5406,1668,1374,180,180
18892,5406,2931,1452,180,180
18893,5406,3054,1331,180,180
18894,5406,3204,1074,180,180
18895,5406,2554,1769,180,180
18896,5406,1830,1669,180,180
18897,5406,2436,1871,180,180
18898,5406,1664,916,180,180
18899,5407,1664,916,180,180
18900,5407,3054,1331,180,180
18901,5407,2555,1769,180,180
18902,5407,1830,1669,180,180
18903,5407,2436,1871,180,180
18904,5407,2942,1410,180,180
18905,5407,3202,1064,180,180
18906,5407,1668,1374,180,180
18907,5408,2391,250,180,180
18908,5408,1668,1374,180,180
18909,5408,3195,1058,180,180
18910,5408,2436,1871,180,180
18911,5408,1830,1669,180,180
18912,5408,2555,1769,180,180
18913,5408,2949,1395,180,180
18914,5408,1664,916,180,180
18915,5408,3054,1331,180,180
18916,5409,1668,1374,180,180
18917,5409,2391,251,180,180
18918,5409,1664,916,180,180
18919,5409,3054,1331,180,180
18920,5409,2554,1769,180,180
18921,5409,1830,1669,180,180
18922,5409,2436,1871,180,180
18923,5409,3195,1057,180,180
18924,5409,2949,1397,180,180
18925,5410,2391,251,180,180
18926,5410,1664,916,180,180
18927,5410,2436,1871,180,180
18928,5410,3201,1074,180,180
18929,5410,1830,1669,180,180
18930,5410,3055,1331,180,180
18931,5410,2950,1397,180,180
18932,5410,1668,1374,180,180
18933,5410,2554,1769,180,180
18934,5411,2391,251,180,180
18935,5411,1668,1374,180,180
18936,5411,1664,916,180,180
18937,5411,3054,1331,180,180
18938,5411,2949,1396,180,180
18939,5411,2554,1769,180,180
18940,5411,1830,1669,180,180
18941,5411,3208,1089,180,180
18942,5411,2436,1871,180,180
18943,5412,3209,1111,180,180
18944,5412,1668,1374,180,180
18945,5412,1664,916,180,180
18946,5412,3054,1331,180,180
18947,5412,2554,1769,180,180
18948,5412,1830,1669,180,180
18949,5412,2436,1871,180,180
18950,5412,2391,251,180,180
18951,5412,2949,1396,180,180
18952,5413,2391,251,180,180
18953,5413,1668,1375,180,180
18954,5413,1664,916,180,180
18955,5413,2954,1390,180,180
18956,5413,3055,1331,180,180
18957,5413,2554,1769,180,180
18958,5413,1830,1669,180,180
18959,5413,2436,1871,180,180
18960,5413,3215,1124,180,180
18961,5414,2436,1871,180,180
18962,5414,2392,251,180,180
18963,5414,1668,1375,180,180
18964,5414,1664,916,180,180
18965,5414,3054,1331,180,180
18966,5414,2554,1769,180,180
18967,5414,1830,1669,180,180
18968,5414,3214,1125,180,180
18969,5414,2955,1389,180,180
18970,5415,2391,251,180,180
18971,5415,1664,916,180,180
18972,5415,2436,1871,180,180
18973,5415,3214,1125,180,180
18974,5415,1830,1669,180,180
18975,5415,1668,1375,180,180
18976,5415,3054,1331,180,180
18977,5415,2960,1384,180,180
18978,5415,2555,1769,180,180
18979,5416,2391,251,180,180
18980,5416,3055,1330,180,180
18981,5416,2554,1769,180,180
18982,5416,1830,1669,180,180
18983,5416,2436,1871,180,180
18984,5416,2962,1383,180,180
18985,5416,1668,1375,180,180
18986,5416,1664,916,180,180
18987,5417,2394,255,180,180
18988,5417,1668,1375,180,180
18989,5417,1664,916,180,180
18990,5417,3055,1331,180,180
18991,5417,2963,1382,180,180
18992,5417,2554,1769,180,180
18993,5417,1830,1669,180,180
18994,5417,2436,1871,180,180
18995,5417,3184,1155,180,180
18996,5418,1668,1375,180,180
18997,5418,3055,1331,180,180
18998,5418,2968,1377,180,180
18999,5418,2554,1769,180,180
19000,5418,1830,1669,180,180
19001,5418,2436,1871,180,180
19002,5418,2396,251,180,180
19003,5418,1664,916,180,180
19004,5419,1668,1375,180,180
19005,5419,1664,916,180,180
19006,5419,2403,249,180,180
19007,5419,2969,1376,180,180
19008,5419,2436,1871,180,180
19009,5419,2554,1769,180,180
19010,5419,3055,1331,180,180
19011,5419,1830,1669,180,180
19012,5420,1664,916,180,180
19013,5420,3055,1331,180,180
19014,5420,2554,1769,180,180
19015,5420,1831,1669,180,180
19016,5420,2436,1871,180,180
19017,5420,2409,245,180,180
19018,5420,2962,1377,180,180
19019,5420,1668,1375,180,180
19020,5421,1664,916,180,180
19021,5421,2436,1871,180,180
19022,5421,1830,1669,180,180
19023,5421,2554,1769,180,180
19024,5421,3055,1331,180,180
19025,5421,2943,1378,180,180
19026,5421,1668,1375,180,180
19027,5421,3124,1197,180,180
19028,5421,2408,245,180,180
19029,5422,3103,1201,180,180
19030,5422,2408,245,180,180
19031,5422,1830,1669,180,180
19032,5422,2554,1769,180,180
19033,5422,2436,1871,180,180
19034,5422,1668,1375,180,180
19035,5422,3055,1331,180,180
19036,5422,1664,916,180,180
19037,5422,2923,1376,180,180
19038,5423,3096,1193,180,180
19039,5423,1668,1375,180,180
19040,5423,2901,1374,180,180
19041,5423,1664,916,180,180
19042,5423,3055,1331,180,180
19043,5423,2408,245,180,180
19044,5423,2436,1871,180,180
19045,5423,1830,1669,180,180
19046,5423,2554,1769,180,180
19047,5424,3063,1186,180,180
19048,5424,2414,247,180,180
19049,5424,1668,1375,180,180
19050,5424,1664,916,180,180
19051,5424,2888,1363,180,180
19052,5424,3055,1331,180,180
19053,5424,1830,1669,180,180
19054,5424,2436,1871,180,180
19055,5424,2554,1769,180,180
19056,5425,2415,245,180,180
19057,5425,1668,1375,180,180
19058,5425,2861,1349,180,180
19059,5425,3055,1331,180,180
19060,5425,3024,1177,180,180
19061,5425,1830,1669,180,180
19062,5425,2554,1769,180,180
19063,5425,2436,1871,180,180
19064,5425,1664,916,180,180
19065,5426,2415,245,180,180
19066,5426,1664,916,180,180
19067,5426,2850,1349,180,180
19068,5426,3055,1331,180,180
19069,5426,1830,1669,180,180
19070,5426,2436,1871,180,180
19071,5426,1668,1374,180,180
19072,5426,2555,1769,180,180
19073,5427,1668,1374,180,180
19074,5427,1830,1669,180,180
19075,5427,2415,245,180,180
19076,5427,1664,916,180,180
19077,5427,3055,1331,180,180
19078,5427,2436,1871,180,180
19079,5427,2931,1162,180,180
19080,5427,2555,1769,180,180
19081,5428,1668,1374,180,180
19082,5428,2415,245,180,180
19083,5428,1664,916,180,180
19084,5428,3055,1331,180,180
19085,5428,1830,1669,180,180
19086,5428,2436,1871,180,180
19087,5428,2555,1769,180,180
19088,5428,2836,1352,180,180
19089,5429,1668,1374,180,180
19090,5429,3055,1331,180,180
19091,5429,2415,245,180,180
19092,5429,2436,1871,180,180
19093,5429,1830,1669,180,180
19094,5429,2555,1769,180,180
19095,5429,1664,915,180,180
19096,5430,1668,1375,180,180
19097,5430,1664,916,180,180
19098,5430,3055,1331,180,180
19099,5430,2415,245,180,180
19100,5430,2436,1871,180,180
19101,5430,2554,1769,180,180
19102,5430,1830,1669,180,180
19103,5430,2870,1164,180,180
19104,5431,1664,915,180,180
19105,5431,1668,1374,180,180
19106,5431,3055,1331,180,180
19107,5431,2436,1871,180,180
19108,5431,2415,245,180,180
19109,5431,1830,1669,180,180
19110,5431,2554,1769,180,180
19111,5431,2810,1364,180,180
19112,5432,1668,1374,180,180
19113,5432,1664,915,180,180
19114,5432,3055,1331,180,180
19115,5432,2436,1871,180,180
19116,5432,1830,1669,180,180
19117,5432,2554,1769,180,180
19118,5432,2415,245,180,180
19119,5432,2796,1366,180,180
19120,5433,1668,1374,180,180
19121,5433,3055,1331,180,180
19122,5433,2436,1871,180,180
19123,5433,1831,1669,180,180
19124,5433,2555,1769,180,180
19125,5433,2415,245,180,180
19126,5433,1664,916,180,180
19127,5434,1668,1374,180,180
19128,5434,1664,916,180,180
19129,5434,3055,1331,180,180
19130,5434,2436,1871,180,180
19131,5434,1830,1669,180,180
19132,5434,2555,1769,180,180
19133,5434,2415,245,180,180
19134,5434,2763,1366,180,180
19135,5435,1668,1374,180,180
19136,5435,2415,245,180,180
19137,5435,2555,1769,180,180
19138,5435,1831,1669,180,180
19139,5435,3055,1331,180,180
19140,5435,1664,916,180,180
19141,5435,2436,1871,180,180
19142,5436,1668,1374,180,180
19143,5436,2711,1362,180,180
19144,5436,1664,916,180,180
19145,5436,3055,1331,180,180
19146,5436,2436,1871,180,180
19147,5436,1830,1669,180,180
19148,5436,2555,1769,180,180
19149,5436,2415,245,180,180
19150,5437,2843,1169,180,180
19151,5437,1668,1374,180,180
19152,5437,2697,1359,180,180
19153,5437,3055,1331,180,180
19154,5437,1830,1670,180,180
19155,5437,2436,1871,180,180
19156,5437,2555,1769,180,180
19157,5437,2415,245,180,180
19158,5437,1664,916,180,180
19159,5438,1664,915,180,180
19160,5438,2835,1211,180,180
19161,5438,2555,1769,180,180
19162,5438,3055,1331,180,180
19163,5438,2415,245,180,180
19164,5438,1830,1669,180,180
19165,5438,2436,1871,180,180
19166,5438,2663,1365,180,180
19167,5438,1668,1375,180,180
19168,5439,1668,1375,180,180
19169,5439,2415,245,180,180
19170,5439,2571,1745,180,180
19171,5439,2642,1358,180,180
19172,5439,2436,1871,180,180
19173,5439,1830,1669,180,180
19174,5439,1664,916,180,180
19175,5439,3055,1331,180,180
19176,5440,2830,1201,180,180
19177,5440,2417,245,180,180
19178,5440,2618,1358,180,180
19179,5440,2436,1871,180,180
19180,5440,3055,1331,180,180
19181,5440,2571,1744,180,180
19182,5440,1830,1669,180,180
19183,5440,1668,1374,180,180
19184,5440,1664,916,180,180
19185,5441,1669,765,180,180
19186,5441,2417,245,180,180
19187,5441,2616,1357,180,180
19188,5441,2571,1744,180,180
19189,5441,3055,1331,180,180
19190,5441,1664,916,180,180
19191,5441,2436,1871,180,180
19192,5441,1830,1669,180,180
19193,5441,1668,1374,180,180
19194,5442,1669,765,180,180
19195,5442,2420,247,180,180
19196,5442,2571,1744,180,180
19197,5442,3055,1331,180,180
19198,5442,1664,915,180,180
19199,5442,2436,1871,180,180
19200,5442,1830,1669,180,180
19201,5442,2616,1358,180,180
19202,5442,1668,1375,180,180
19203,5443,1668,770,180,180
19204,5443,1668,1374,180,180
19205,5443,2571,1744,180,180
19206,5443,2417,247,180,180
19207,5443,3055,1331,180,180
19208,5443,1664,916,180,180
19209,5443,2436,1871,180,180
19210,5443,1830,1670,180,180
19211,5444,2420,245,180,180
19212,5444,1668,1374,180,180
19213,5444,1667,778,180,180
19214,5444,1664,916,180,180
19215,5444,2571,1744,180,180
19216,5444,3055,1331,180,180
19217,5444,2436,1871,180,180
19218,5444,1830,1670,180,180
19219,5445,1830,1670,180,180
19220,5445,2436,1871,180,180
19221,5445,3055,1331,180,180
19222,5445,1664,917,180,180
19223,5445,2571,1744,180,180
19224,5445,1668,1374,180,180
19225,5445,2422,245,180,180
19226,5446,1665,918,180,180
19227,5446,1668,1374,180,180
19228,5446,2571,1744,180,180
19229,5446,2422,245,180,180
19230,5446,3055,1331,180,180
19231,5446,2436,1871,180,180
19232,5446,1830,1669,180,180
19233,5446,2567,1350,180,180
19234,5447,2571,1744,180,180
19235,5447,2542,1351,180,180
19236,5447,1668,1374,180,180
19237,5447,2738,1250,180,180
19238,5447,1662,930,180,180
19239,5447,2422,245,180,180
19240,5447,3055,1331,180,180
19241,5447,2436,1871,180,180
19242,5447,1831,1669,180,180
19243,5448,1688,772,180,180
19244,5448,1831,1669,180,180
19245,5448,2436,1871,180,180
19246,5448,3055,1331,180,180
19247,5448,2422,245,180,180
19248,5448,1662,933,180,180
19249,5448,2571,1744,180,180
19250,5448,1668,1374,180,180
19251,5448,2516,1350,180,180
19252,5449,2688,1273,180,180
19253,5449,2495,1329,180,180
19254,5449,1663,936,180,180
19255,5449,2571,1744,180,180
19256,5449,2422,245,180,180
19257,5449,3055,1331,180,180
19258,5449,1830,1669,180,180
19259,5449,2436,1871,180,180
19260,5449,1668,1375,180,180
19261,5450,2684,1279,180,180
19262,5450,1668,1375,180,180
19263,5450,2436,1871,180,180
19264,5450,1831,1669,180,180
19265,5450,3055,1331,180,180
19266,5450,1696,751,180,180
19267,5450,2422,245,180,180
19268,5450,2475,1295,180,180
19269,5450,1663,936,180,180
19270,5450,2571,1744,180,180
19271,5451,2644,1268,180,180
19272,5451,2436,1871,180,180
19273,5451,1668,1375,180,180
19274,5451,1664,937,180,180
19275,5451,2571,1722,180,180
19276,5451,2450,1270,180,180
19277,5451,3055,1331,180,180
19278,5451,2429,244,180,180
19279,5451,1831,1669,180,180
19280,5452,2431,1243,180,180
19281,5452,2424,237,180,180
19282,5452,1831,1669,180,180
19283,5452,2436,1871,180,180
19284,5452,1668,1374,180,180
19285,5452,3054,1331,180,180
19286,5452,1664,937,180,180
19287,5452,2577,1682,180,180
19288,5453,2527,1261,180,180
19289,5453,2430,1247,180,180
19290,5453,1729,737,180,180
19291,5453,1668,1374,180,180
19292,5453,2585,1644,180,180
19293,5453,1664,937,180,180
